Driver,Team,LapNumber,Stint,Compound,TyreLife,FreshTyre,TrackStatus,LapTime_s,Year,GrandPrix,SessionType,compound_encoded,is_fresh_tyre,tyre_life_squared,stint_progress,deg_rate
BOT,Alfa Romeo,55.0,3.0,HARD,26.0,True,1,97.807,2023,Bahrain Grand Prix,R,2,1,676.0,0.9285714285714286,0.012619103188002884
BOT,Alfa Romeo,56.0,3.0,HARD,27.0,True,1,98.16,2023,Bahrain Grand Prix,R,2,1,729.0,0.9642857142857143,0.012619103188002884
BOT,Alfa Romeo,57.0,3.0,HARD,28.0,True,1,98.407,2023,Bahrain Grand Prix,R,2,1,784.0,1.0,0.012619103188002884
PIA,McLaren,2.0,1.0,SOFT,2.0,True,21,100.83,2023,Bahrain Grand Prix,R,0,1,4.0,0.16666666666666666,0.07636363636364159
PIA,McLaren,3.0,1.0,SOFT,3.0,True,1,100.691,2023,Bahrain Grand Prix,R,0,1,9.0,0.25,0.07636363636364159
PIA,McLaren,4.0,1.0,SOFT,4.0,True,1,100.718,2023,Bahrain Grand Prix,R,0,1,16.0,0.3333333333333333,0.07636363636364159
PIA,McLaren,5.0,1.0,SOFT,5.0,True,1,100.862,2023,Bahrain Grand Prix,R,0,1,25.0,0.4166666666666667,0.07636363636364159
PIA,McLaren,6.0,1.0,SOFT,6.0,True,1,101.111,2023,Bahrain Grand Prix,R,0,1,36.0,0.5,0.07636363636364159
PIA,McLaren,7.0,1.0,SOFT,7.0,True,1,101.167,2023,Bahrain Grand Prix,R,0,1,49.0,0.5833333333333334,0.07636363636364159
PIA,McLaren,8.0,1.0,SOFT,8.0,True,1,101.295,2023,Bahrain Grand Prix,R,0,1,64.0,0.6666666666666666,0.07636363636364159
PIA,McLaren,9.0,1.0,SOFT,9.0,True,1,101.534,2023,Bahrain Grand Prix,R,0,1,81.0,0.75,0.07636363636364159
PIA,McLaren,10.0,1.0,SOFT,10.0,True,1,101.584,2023,Bahrain Grand Prix,R,0,1,100.0,0.8333333333333334,0.07636363636364159
PIA,McLaren,11.0,1.0,SOFT,11.0,True,1,101.352,2023,Bahrain Grand Prix,R,0,1,121.0,0.9166666666666666,0.07636363636364159
PIA,McLaren,12.0,1.0,SOFT,12.0,True,1,101.156,2023,Bahrain Grand Prix,R,0,1,144.0,1.0,0.07636363636364159
VER,Red Bull Racing,2.0,1.0,MEDIUM,2.0,True,1,97.68,2023,Saudi Arabian Grand Prix,R,1,1,4.0,0.11764705882352941,-0.18571323529411746
VER,Red Bull Racing,3.0,1.0,MEDIUM,3.0,True,1,96.526,2023,Saudi Arabian Grand Prix,R,1,1,9.0,0.17647058823529413,-0.18571323529411746
VER,Red Bull Racing,4.0,1.0,MEDIUM,4.0,True,1,96.503,2023,Saudi Arabian Grand Prix,R,1,1,16.0,0.23529411764705882,-0.18571323529411746
VER,Red Bull Racing,5.0,1.0,MEDIUM,5.0,True,1,95.359,2023,Saudi Arabian Grand Prix,R,1,1,25.0,0.29411764705882354,-0.18571323529411746
VER,Red Bull Racing,6.0,1.0,MEDIUM,6.0,True,1,95.84,2023,Saudi Arabian Grand Prix,R,1,1,36.0,0.35294117647058826,-0.18571323529411746
VER,Red Bull Racing,7.0,1.0,MEDIUM,7.0,True,1,95.687,2023,Saudi Arabian Grand Prix,R,1,1,49.0,0.4117647058823529,-0.18571323529411746
VER,Red Bull Racing,8.0,1.0,MEDIUM,8.0,True,1,95.129,2023,Saudi Arabian Grand Prix,R,1,1,64.0,0.47058823529411764,-0.18571323529411746
VER,Red Bull Racing,9.0,1.0,MEDIUM,9.0,True,1,95.561,2023,Saudi Arabian Grand Prix,R,1,1,81.0,0.5294117647058824,-0.18571323529411746
VER,Red Bull Racing,10.0,1.0,MEDIUM,10.0,True,1,95.443,2023,Saudi Arabian Grand Prix,R,1,1,100.0,0.5882352941176471,-0.18571323529411746
VER,Red Bull Racing,11.0,1.0,MEDIUM,11.0,True,1,95.306,2023,Saudi Arabian Grand Prix,R,1,1,121.0,0.6470588235294118,-0.18571323529411746
VER,Red Bull Racing,12.0,1.0,MEDIUM,12.0,True,1,94.848,2023,Saudi Arabian Grand Prix,R,1,1,144.0,0.7058823529411765,-0.18571323529411746
VER,Red Bull Racing,13.0,1.0,MEDIUM,13.0,True,1,95.183,2023,Saudi Arabian Grand Prix,R,1,1,169.0,0.7647058823529411,-0.18571323529411746
VER,Red Bull Racing,14.0,1.0,MEDIUM,14.0,True,1,94.2,2023,Saudi Arabian Grand Prix,R,1,1,196.0,0.8235294117647058,-0.18571323529411746
VER,Red Bull Racing,15.0,1.0,MEDIUM,15.0,True,1,94.499,2023,Saudi Arabian Grand Prix,R,1,1,225.0,0.8823529411764706,-0.18571323529411746
VER,Red Bull Racing,16.0,1.0,MEDIUM,16.0,True,1,94.443,2023,Saudi Arabian Grand Prix,R,1,1,256.0,0.9411764705882353,-0.18571323529411746
VER,Red Bull Racing,17.0,1.0,MEDIUM,17.0,True,12,93.79,2023,Saudi Arabian Grand Prix,R,1,1,289.0,1.0,-0.18571323529411746
VER,Red Bull Racing,21.0,2.0,HARD,3.0,True,1,96.946,2023,Saudi Arabian Grand Prix,R,2,1,9.0,0.09375,-0.0476974416017793
VER,Red Bull Racing,22.0,2.0,HARD,4.0,True,1,94.973,2023,Saudi Arabian Grand Prix,R,2,1,16.0,0.125,-0.0476974416017793
VER,Red Bull Racing,23.0,2.0,HARD,5.0,True,1,94.115,2023,Saudi Arabian Grand Prix,R,2,1,25.0,0.15625,-0.0476974416017793
VER,Red Bull Racing,24.0,2.0,HARD,6.0,True,1,94.146,2023,Saudi Arabian Grand Prix,R,2,1,36.0,0.1875,-0.0476974416017793
VER,Red Bull Racing,25.0,2.0,HARD,7.0,True,1,92.933,2023,Saudi Arabian Grand Prix,R,2,1,49.0,0.21875,-0.0476974416017793
VER,Red Bull Racing,26.0,2.0,HARD,8.0,True,1,92.94,2023,Saudi Arabian Grand Prix,R,2,1,64.0,0.25,-0.0476974416017793
VER,Red Bull Racing,27.0,2.0,HARD,9.0,True,1,92.838,2023,Saudi Arabian Grand Prix,R,2,1,81.0,0.28125,-0.0476974416017793
VER,Red Bull Racing,28.0,2.0,HARD,10.0,True,1,92.869,2023,Saudi Arabian Grand Prix,R,2,1,100.0,0.3125,-0.0476974416017793
VER,Red Bull Racing,29.0,2.0,HARD,11.0,True,1,92.67,2023,Saudi Arabian Grand Prix,R,2,1,121.0,0.34375,-0.0476974416017793
VER,Red Bull Racing,30.0,2.0,HARD,12.0,True,1,92.877,2023,Saudi Arabian Grand Prix,R,2,1,144.0,0.375,-0.0476974416017793
VER,Red Bull Racing,31.0,2.0,HARD,13.0,True,1,92.382,2023,Saudi Arabian Grand Prix,R,2,1,169.0,0.40625,-0.0476974416017793
VER,Red Bull Racing,32.0,2.0,HARD,14.0,True,1,92.4,2023,Saudi Arabian Grand Prix,R,2,1,196.0,0.4375,-0.0476974416017793
VER,Red Bull Racing,33.0,2.0,HARD,15.0,True,1,92.387,2023,Saudi Arabian Grand Prix,R,2,1,225.0,0.46875,-0.0476974416017793
VER,Red Bull Racing,34.0,2.0,HARD,16.0,True,1,92.341,2023,Saudi Arabian Grand Prix,R,2,1,256.0,0.5,-0.0476974416017793
VER,Red Bull Racing,35.0,2.0,HARD,17.0,True,1,92.249,2023,Saudi Arabian Grand Prix,R,2,1,289.0,0.53125,-0.0476974416017793
VER,Red Bull Racing,36.0,2.0,HARD,18.0,True,1,92.384,2023,Saudi Arabian Grand Prix,R,2,1,324.0,0.5625,-0.0476974416017793
VER,Red Bull Racing,37.0,2.0,HARD,19.0,True,1,92.496,2023,Saudi Arabian Grand Prix,R,2,1,361.0,0.59375,-0.0476974416017793
VER,Red Bull Racing,38.0,2.0,HARD,20.0,True,1,93.123,2023,Saudi Arabian Grand Prix,R,2,1,400.0,0.625,-0.0476974416017793
VER,Red Bull Racing,39.0,2.0,HARD,21.0,True,1,92.432,2023,Saudi Arabian Grand Prix,R,2,1,441.0,0.65625,-0.0476974416017793
VER,Red Bull Racing,40.0,2.0,HARD,22.0,True,1,92.606,2023,Saudi Arabian Grand Prix,R,2,1,484.0,0.6875,-0.0476974416017793
VER,Red Bull Racing,41.0,2.0,HARD,23.0,True,1,92.638,2023,Saudi Arabian Grand Prix,R,2,1,529.0,0.71875,-0.0476974416017793
VER,Red Bull Racing,42.0,2.0,HARD,24.0,True,1,92.274,2023,Saudi Arabian Grand Prix,R,2,1,576.0,0.75,-0.0476974416017793
VER,Red Bull Racing,43.0,2.0,HARD,25.0,True,1,92.343,2023,Saudi Arabian Grand Prix,R,2,1,625.0,0.78125,-0.0476974416017793
VER,Red Bull Racing,44.0,2.0,HARD,26.0,True,1,92.848,2023,Saudi Arabian Grand Prix,R,2,1,676.0,0.8125,-0.0476974416017793
VER,Red Bull Racing,45.0,2.0,HARD,27.0,True,1,92.968,2023,Saudi Arabian Grand Prix,R,2,1,729.0,0.84375,-0.0476974416017793
VER,Red Bull Racing,46.0,2.0,HARD,28.0,True,1,93.148,2023,Saudi Arabian Grand Prix,R,2,1,784.0,0.875,-0.0476974416017793
VER,Red Bull Racing,47.0,2.0,HARD,29.0,True,1,93.238,2023,Saudi Arabian Grand Prix,R,2,1,841.0,0.90625,-0.0476974416017793
VER,Red Bull Racing,48.0,2.0,HARD,30.0,True,1,93.607,2023,Saudi Arabian Grand Prix,R,2,1,900.0,0.9375,-0.0476974416017793
VER,Red Bull Racing,49.0,2.0,HARD,31.0,True,1,93.835,2023,Saudi Arabian Grand Prix,R,2,1,961.0,0.96875,-0.0476974416017793
VER,Red Bull Racing,50.0,2.0,HARD,32.0,True,1,91.906,2023,Saudi Arabian Grand Prix,R,2,1,1024.0,1.0,-0.0476974416017793
GAS,Alpine,2.0,1.0,MEDIUM,2.0,True,1,97.056,2023,Saudi Arabian Grand Prix,R,1,1,4.0,0.15384615384615385,-0.027216783216783773
GAS,Alpine,3.0,1.0,MEDIUM,3.0,True,1,96.044,2023,Saudi Arabian Grand Prix,R,1,1,9.0,0.23076923076923078,-0.027216783216783773
GAS,Alpine,4.0,1.0,MEDIUM,4.0,True,1,96.291,2023,Saudi Arabian Grand Prix,R,1,1,16.0,0.3076923076923077,-0.027216783216783773
GAS,Alpine,5.0,1.0,MEDIUM,5.0,True,1,95.973,2023,Saudi Arabian Grand Prix,R,1,1,25.0,0.38461538461538464,-0.027216783216783773
GAS,Alpine,6.0,1.0,MEDIUM,6.0,True,1,95.837,2023,Saudi Arabian Grand Prix,R,1,1,36.0,0.46153846153846156,-0.027216783216783773
GAS,Alpine,7.0,1.0,MEDIUM,7.0,True,1,97.137,2023,Saudi Arabian Grand Prix,R,1,1,49.0,0.5384615384615384,-0.027216783216783773
GAS,Alpine,8.0,1.0,MEDIUM,8.0,True,1,96.645,2023,Saudi Arabian Grand Prix,R,1,1,64.0,0.6153846153846154,-0.027216783216783773
GAS,Alpine,9.0,1.0,MEDIUM,9.0,True,1,96.549,2023,Saudi Arabian Grand Prix,R,1,1,81.0,0.6923076923076923,-0.027216783216783773
GAS,Alpine,10.0,1.0,MEDIUM,10.0,True,1,96.262,2023,Saudi Arabian Grand Prix,R,1,1,100.0,0.7692307692307693,-0.027216783216783773
GAS,Alpine,11.0,1.0,MEDIUM,11.0,True,1,96.022,2023,Saudi Arabian Grand Prix,R,1,1,121.0,0.8461538461538461,-0.027216783216783773
GAS,Alpine,12.0,1.0,MEDIUM,12.0,True,1,96.128,2023,Saudi Arabian Grand Prix,R,1,1,144.0,0.9230769230769231,-0.027216783216783773
GAS,Alpine,13.0,1.0,MEDIUM,13.0,True,1,96.17,2023,Saudi Arabian Grand Prix,R,1,1,169.0,1.0,-0.027216783216783773
GAS,Alpine,16.0,2.0,HARD,2.0,True,1,95.536,2023,Saudi Arabian Grand Prix,R,2,1,4.0,0.05555555555555555,-0.08743036507153469
GAS,Alpine,21.0,2.0,HARD,7.0,True,1,98.374,2023,Saudi Arabian Grand Prix,R,2,1,49.0,0.19444444444444445,-0.08743036507153469
GAS,Alpine,22.0,2.0,HARD,8.0,True,1,96.576,2023,Saudi Arabian Grand Prix,R,2,1,64.0,0.2222222222222222,-0.08743036507153469
GAS,Alpine,23.0,2.0,HARD,9.0,True,1,95.918,2023,Saudi Arabian Grand Prix,R,2,1,81.0,0.25,-0.08743036507153469
GAS,Alpine,24.0,2.0,HARD,10.0,True,1,95.322,2023,Saudi Arabian Grand Prix,R,2,1,100.0,0.2777777777777778,-0.08743036507153469
GAS,Alpine,25.0,2.0,HARD,11.0,True,1,95.27,2023,Saudi Arabian Grand Prix,R,2,1,121.0,0.3055555555555556,-0.08743036507153469
GAS,Alpine,26.0,2.0,HARD,12.0,True,1,95.105,2023,Saudi Arabian Grand Prix,R,2,1,144.0,0.3333333333333333,-0.08743036507153469
GAS,Alpine,27.0,2.0,HARD,13.0,True,1,95.0,2023,Saudi Arabian Grand Prix,R,2,1,169.0,0.3611111111111111,-0.08743036507153469
GAS,Alpine,28.0,2.0,HARD,14.0,True,1,94.65,2023,Saudi Arabian Grand Prix,R,2,1,196.0,0.3888888888888889,-0.08743036507153469
GAS,Alpine,29.0,2.0,HARD,15.0,True,1,94.601,2023,Saudi Arabian Grand Prix,R,2,1,225.0,0.4166666666666667,-0.08743036507153469
GAS,Alpine,30.0,2.0,HARD,16.0,True,1,94.869,2023,Saudi Arabian Grand Prix,R,2,1,256.0,0.4444444444444444,-0.08743036507153469
GAS,Alpine,31.0,2.0,HARD,17.0,True,1,94.735,2023,Saudi Arabian Grand Prix,R,2,1,289.0,0.4722222222222222,-0.08743036507153469
GAS,Alpine,32.0,2.0,HARD,18.0,True,1,94.626,2023,Saudi Arabian Grand Prix,R,2,1,324.0,0.5,-0.08743036507153469
GAS,Alpine,33.0,2.0,HARD,19.0,True,1,94.516,2023,Saudi Arabian Grand Prix,R,2,1,361.0,0.5277777777777778,-0.08743036507153469
GAS,Alpine,34.0,2.0,HARD,20.0,True,1,94.394,2023,Saudi Arabian Grand Prix,R,2,1,400.0,0.5555555555555556,-0.08743036507153469
GAS,Alpine,35.0,2.0,HARD,21.0,True,1,94.5,2023,Saudi Arabian Grand Prix,R,2,1,441.0,0.5833333333333334,-0.08743036507153469
GAS,Alpine,36.0,2.0,HARD,22.0,True,1,94.436,2023,Saudi Arabian Grand Prix,R,2,1,484.0,0.6111111111111112,-0.08743036507153469
GAS,Alpine,37.0,2.0,HARD,23.0,True,1,94.289,2023,Saudi Arabian Grand Prix,R,2,1,529.0,0.6388888888888888,-0.08743036507153469
GAS,Alpine,38.0,2.0,HARD,24.0,True,1,94.355,2023,Saudi Arabian Grand Prix,R,2,1,576.0,0.6666666666666666,-0.08743036507153469
GAS,Alpine,39.0,2.0,HARD,25.0,True,1,93.929,2023,Saudi Arabian Grand Prix,R,2,1,625.0,0.6944444444444444,-0.08743036507153469
GAS,Alpine,40.0,2.0,HARD,26.0,True,1,94.11,2023,Saudi Arabian Grand Prix,R,2,1,676.0,0.7222222222222222,-0.08743036507153469
GAS,Alpine,41.0,2.0,HARD,27.0,True,1,93.829,2023,Saudi Arabian Grand Prix,R,2,1,729.0,0.75,-0.08743036507153469
GAS,Alpine,42.0,2.0,HARD,28.0,True,1,93.96,2023,Saudi Arabian Grand Prix,R,2,1,784.0,0.7777777777777778,-0.08743036507153469
GAS,Alpine,43.0,2.0,HARD,29.0,True,1,94.026,2023,Saudi Arabian Grand Prix,R,2,1,841.0,0.8055555555555556,-0.08743036507153469
GAS,Alpine,44.0,2.0,HARD,30.0,True,1,94.131,2023,Saudi Arabian Grand Prix,R,2,1,900.0,0.8333333333333334,-0.08743036507153469
GAS,Alpine,45.0,2.0,HARD,31.0,True,1,93.82,2023,Saudi Arabian Grand Prix,R,2,1,961.0,0.8611111111111112,-0.08743036507153469
GAS,Alpine,46.0,2.0,HARD,32.0,True,1,94.068,2023,Saudi Arabian Grand Prix,R,2,1,1024.0,0.8888888888888888,-0.08743036507153469
GAS,Alpine,47.0,2.0,HARD,33.0,True,1,93.81,2023,Saudi Arabian Grand Prix,R,2,1,1089.0,0.9166666666666666,-0.08743036507153469
GAS,Alpine,48.0,2.0,HARD,34.0,True,1,93.624,2023,Saudi Arabian Grand Prix,R,2,1,1156.0,0.9444444444444444,-0.08743036507153469
GAS,Alpine,49.0,2.0,HARD,35.0,True,1,93.614,2023,Saudi Arabian Grand Prix,R,2,1,1225.0,0.9722222222222222,-0.08743036507153469
GAS,Alpine,50.0,2.0,HARD,36.0,True,1,93.392,2023,Saudi Arabian Grand Prix,R,2,1,1296.0,1.0,-0.08743036507153469
PER,Red Bull Racing,2.0,1.0,MEDIUM,2.0,True,1,95.906,2023,Saudi Arabian Grand Prix,R,1,1,4.0,0.11764705882352941,-0.08816617647059036
PER,Red Bull Racing,3.0,1.0,MEDIUM,3.0,True,1,94.829,2023,Saudi Arabian Grand Prix,R,1,1,9.0,0.17647058823529413,-0.08816617647059036
PER,Red Bull Racing,4.0,1.0,MEDIUM,4.0,True,1,95.651,2023,Saudi Arabian Grand Prix,R,1,1,16.0,0.23529411764705882,-0.08816617647059036
PER,Red Bull Racing,5.0,1.0,MEDIUM,5.0,True,1,94.873,2023,Saudi Arabian Grand Prix,R,1,1,25.0,0.29411764705882354,-0.08816617647059036
PER,Red Bull Racing,6.0,1.0,MEDIUM,6.0,True,1,94.621,2023,Saudi Arabian Grand Prix,R,1,1,36.0,0.35294117647058826,-0.08816617647059036
PER,Red Bull Racing,7.0,1.0,MEDIUM,7.0,True,1,94.277,2023,Saudi Arabian Grand Prix,R,1,1,49.0,0.4117647058823529,-0.08816617647059036
PER,Red Bull Racing,8.0,1.0,MEDIUM,8.0,True,1,94.477,2023,Saudi Arabian Grand Prix,R,1,1,64.0,0.47058823529411764,-0.08816617647059036
PER,Red Bull Racing,9.0,1.0,MEDIUM,9.0,True,1,94.255,2023,Saudi Arabian Grand Prix,R,1,1,81.0,0.5294117647058824,-0.08816617647059036
PER,Red Bull Racing,10.0,1.0,MEDIUM,10.0,True,1,94.106,2023,Saudi Arabian Grand Prix,R,1,1,100.0,0.5882352941176471,-0.08816617647059036
PER,Red Bull Racing,11.0,1.0,MEDIUM,11.0,True,1,94.075,2023,Saudi Arabian Grand Prix,R,1,1,121.0,0.6470588235294118,-0.08816617647059036
PER,Red Bull Racing,12.0,1.0,MEDIUM,12.0,True,1,94.16,2023,Saudi Arabian Grand Prix,R,1,1,144.0,0.7058823529411765,-0.08816617647059036
PER,Red Bull Racing,13.0,1.0,MEDIUM,13.0,True,1,94.263,2023,Saudi Arabian Grand Prix,R,1,1,169.0,0.7647058823529411,-0.08816617647059036
PER,Red Bull Racing,14.0,1.0,MEDIUM,14.0,True,1,94.409,2023,Saudi Arabian Grand Prix,R,1,1,196.0,0.8235294117647058,-0.08816617647059036
PER,Red Bull Racing,15.0,1.0,MEDIUM,15.0,True,1,94.392,2023,Saudi Arabian Grand Prix,R,1,1,225.0,0.8823529411764706,-0.08816617647059036
PER,Red Bull Racing,16.0,1.0,MEDIUM,16.0,True,1,94.19,2023,Saudi Arabian Grand Prix,R,1,1,256.0,0.9411764705882353,-0.08816617647059036
PER,Red Bull Racing,17.0,1.0,MEDIUM,17.0,True,12,93.961,2023,Saudi Arabian Grand Prix,R,1,1,289.0,1.0,-0.08816617647059036
PER,Red Bull Racing,21.0,2.0,HARD,3.0,True,1,94.557,2023,Saudi Arabian Grand Prix,R,2,1,9.0,0.09375,-0.0241601779755283
PER,Red Bull Racing,22.0,2.0,HARD,4.0,True,1,93.895,2023,Saudi Arabian Grand Prix,R,2,1,16.0,0.125,-0.0241601779755283
PER,Red Bull Racing,23.0,2.0,HARD,5.0,True,1,93.464,2023,Saudi Arabian Grand Prix,R,2,1,25.0,0.15625,-0.0241601779755283
PER,Red Bull Racing,24.0,2.0,HARD,6.0,True,1,93.44,2023,Saudi Arabian Grand Prix,R,2,1,36.0,0.1875,-0.0241601779755283
PER,Red Bull Racing,25.0,2.0,HARD,7.0,True,1,93.426,2023,Saudi Arabian Grand Prix,R,2,1,49.0,0.21875,-0.0241601779755283
PER,Red Bull Racing,26.0,2.0,HARD,8.0,True,1,93.072,2023,Saudi Arabian Grand Prix,R,2,1,64.0,0.25,-0.0241601779755283
PER,Red Bull Racing,27.0,2.0,HARD,9.0,True,1,92.891,2023,Saudi Arabian Grand Prix,R,2,1,81.0,0.28125,-0.0241601779755283
PER,Red Bull Racing,28.0,2.0,HARD,10.0,True,1,93.025,2023,Saudi Arabian Grand Prix,R,2,1,100.0,0.3125,-0.0241601779755283
PER,Red Bull Racing,29.0,2.0,HARD,11.0,True,1,92.726,2023,Saudi Arabian Grand Prix,R,2,1,121.0,0.34375,-0.0241601779755283
PER,Red Bull Racing,30.0,2.0,HARD,12.0,True,1,92.726,2023,Saudi Arabian Grand Prix,R,2,1,144.0,0.375,-0.0241601779755283
PER,Red Bull Racing,31.0,2.0,HARD,13.0,True,1,92.554,2023,Saudi Arabian Grand Prix,R,2,1,169.0,0.40625,-0.0241601779755283
PER,Red Bull Racing,32.0,2.0,HARD,14.0,True,1,92.498,2023,Saudi Arabian Grand Prix,R,2,1,196.0,0.4375,-0.0241601779755283
PER,Red Bull Racing,33.0,2.0,HARD,15.0,True,1,92.55,2023,Saudi Arabian Grand Prix,R,2,1,225.0,0.46875,-0.0241601779755283
PER,Red Bull Racing,34.0,2.0,HARD,16.0,True,1,92.294,2023,Saudi Arabian Grand Prix,R,2,1,256.0,0.5,-0.0241601779755283
PER,Red Bull Racing,35.0,2.0,HARD,17.0,True,1,92.68,2023,Saudi Arabian Grand Prix,R,2,1,289.0,0.53125,-0.0241601779755283
PER,Red Bull Racing,36.0,2.0,HARD,18.0,True,1,92.292,2023,Saudi Arabian Grand Prix,R,2,1,324.0,0.5625,-0.0241601779755283
PER,Red Bull Racing,37.0,2.0,HARD,19.0,True,1,92.638,2023,Saudi Arabian Grand Prix,R,2,1,361.0,0.59375,-0.0241601779755283
PER,Red Bull Racing,38.0,2.0,HARD,20.0,True,1,92.188,2023,Saudi Arabian Grand Prix,R,2,1,400.0,0.625,-0.0241601779755283
PER,Red Bull Racing,39.0,2.0,HARD,21.0,True,1,93.19,2023,Saudi Arabian Grand Prix,R,2,1,441.0,0.65625,-0.0241601779755283
PER,Red Bull Racing,40.0,2.0,HARD,22.0,True,1,92.83,2023,Saudi Arabian Grand Prix,R,2,1,484.0,0.6875,-0.0241601779755283
PER,Red Bull Racing,41.0,2.0,HARD,23.0,True,1,92.637,2023,Saudi Arabian Grand Prix,R,2,1,529.0,0.71875,-0.0241601779755283
PER,Red Bull Racing,42.0,2.0,HARD,24.0,True,1,92.235,2023,Saudi Arabian Grand Prix,R,2,1,576.0,0.75,-0.0241601779755283
PER,Red Bull Racing,43.0,2.0,HARD,25.0,True,1,92.308,2023,Saudi Arabian Grand Prix,R,2,1,625.0,0.78125,-0.0241601779755283
PER,Red Bull Racing,44.0,2.0,HARD,26.0,True,1,92.267,2023,Saudi Arabian Grand Prix,R,2,1,676.0,0.8125,-0.0241601779755283
PER,Red Bull Racing,45.0,2.0,HARD,27.0,True,1,92.419,2023,Saudi Arabian Grand Prix,R,2,1,729.0,0.84375,-0.0241601779755283
PER,Red Bull Racing,46.0,2.0,HARD,28.0,True,1,92.933,2023,Saudi Arabian Grand Prix,R,2,1,784.0,0.875,-0.0241601779755283
PER,Red Bull Racing,47.0,2.0,HARD,29.0,True,1,92.895,2023,Saudi Arabian Grand Prix,R,2,1,841.0,0.90625,-0.0241601779755283
PER,Red Bull Racing,48.0,2.0,HARD,30.0,True,1,93.075,2023,Saudi Arabian Grand Prix,R,2,1,900.0,0.9375,-0.0241601779755283
PER,Red Bull Racing,49.0,2.0,HARD,31.0,True,1,93.306,2023,Saudi Arabian Grand Prix,R,2,1,961.0,0.96875,-0.0241601779755283
PER,Red Bull Racing,50.0,2.0,HARD,32.0,True,1,93.691,2023,Saudi Arabian Grand Prix,R,2,1,1024.0,1.0,-0.0241601779755283
ALO,Aston Martin,2.0,1.0,MEDIUM,2.0,True,1,95.567,2023,Saudi Arabian Grand Prix,R,1,1,4.0,0.11764705882352941,-0.050126470588233815
ALO,Aston Martin,3.0,1.0,MEDIUM,3.0,True,1,95.14,2023,Saudi Arabian Grand Prix,R,1,1,9.0,0.17647058823529413,-0.050126470588233815
ALO,Aston Martin,4.0,1.0,MEDIUM,4.0,True,1,96.664,2023,Saudi Arabian Grand Prix,R,1,1,16.0,0.23529411764705882,-0.050126470588233815
ALO,Aston Martin,5.0,1.0,MEDIUM,5.0,True,1,94.92,2023,Saudi Arabian Grand Prix,R,1,1,25.0,0.29411764705882354,-0.050126470588233815
ALO,Aston Martin,6.0,1.0,MEDIUM,6.0,True,1,94.658,2023,Saudi Arabian Grand Prix,R,1,1,36.0,0.35294117647058826,-0.050126470588233815
ALO,Aston Martin,7.0,1.0,MEDIUM,7.0,True,1,94.422,2023,Saudi Arabian Grand Prix,R,1,1,49.0,0.4117647058823529,-0.050126470588233815
ALO,Aston Martin,8.0,1.0,MEDIUM,8.0,True,1,94.398,2023,Saudi Arabian Grand Prix,R,1,1,64.0,0.47058823529411764,-0.050126470588233815
ALO,Aston Martin,9.0,1.0,MEDIUM,9.0,True,1,94.4,2023,Saudi Arabian Grand Prix,R,1,1,81.0,0.5294117647058824,-0.050126470588233815
ALO,Aston Martin,10.0,1.0,MEDIUM,10.0,True,1,94.835,2023,Saudi Arabian Grand Prix,R,1,1,100.0,0.5882352941176471,-0.050126470588233815
ALO,Aston Martin,11.0,1.0,MEDIUM,11.0,True,1,94.982,2023,Saudi Arabian Grand Prix,R,1,1,121.0,0.6470588235294118,-0.050126470588233815
ALO,Aston Martin,12.0,1.0,MEDIUM,12.0,True,1,94.927,2023,Saudi Arabian Grand Prix,R,1,1,144.0,0.7058823529411765,-0.050126470588233815
ALO,Aston Martin,13.0,1.0,MEDIUM,13.0,True,1,94.918,2023,Saudi Arabian Grand Prix,R,1,1,169.0,0.7647058823529411,-0.050126470588233815
ALO,Aston Martin,14.0,1.0,MEDIUM,14.0,True,1,94.837,2023,Saudi Arabian Grand Prix,R,1,1,196.0,0.8235294117647058,-0.050126470588233815
ALO,Aston Martin,15.0,1.0,MEDIUM,15.0,True,1,94.717,2023,Saudi Arabian Grand Prix,R,1,1,225.0,0.8823529411764706,-0.050126470588233815
ALO,Aston Martin,16.0,1.0,MEDIUM,16.0,True,1,94.842,2023,Saudi Arabian Grand Prix,R,1,1,256.0,0.9411764705882353,-0.050126470588233815
ALO,Aston Martin,17.0,1.0,MEDIUM,17.0,True,12,94.595,2023,Saudi Arabian Grand Prix,R,1,1,289.0,1.0,-0.050126470588233815
ALO,Aston Martin,21.0,2.0,HARD,4.0,False,1,96.033,2023,Saudi Arabian Grand Prix,R,2,0,16.0,0.12121212121212122,-0.0794767519466094
ALO,Aston Martin,22.0,2.0,HARD,5.0,False,1,94.738,2023,Saudi Arabian Grand Prix,R,2,0,25.0,0.15151515151515152,-0.0794767519466094
ALO,Aston Martin,23.0,2.0,HARD,6.0,False,1,94.771,2023,Saudi Arabian Grand Prix,R,2,0,36.0,0.18181818181818182,-0.0794767519466094
ALO,Aston Martin,24.0,2.0,HARD,7.0,False,1,94.836,2023,Saudi Arabian Grand Prix,R,2,0,49.0,0.21212121212121213,-0.0794767519466094
ALO,Aston Martin,25.0,2.0,HARD,8.0,False,1,94.136,2023,Saudi Arabian Grand Prix,R,2,0,64.0,0.24242424242424243,-0.0794767519466094
ALO,Aston Martin,26.0,2.0,HARD,9.0,False,1,94.119,2023,Saudi Arabian Grand Prix,R,2,0,81.0,0.2727272727272727,-0.0794767519466094
